,article_title,revision_id,article_quality,country,population,region,region_population
5312,Vicente Rodríguez (politician),1095858144.0,Stub,Paraguay,6.8,SOUTH AMERICA,434.0
5313,Ramón Romero Roa,1098595270.0,Stub,Paraguay,6.8,SOUTH AMERICA,434.0
5314,Marcial Samaniego,1077774746.0,C,Paraguay,6.8,SOUTH AMERICA,434.0
5315,Marcos Zeida,1030234067.0,Stub,Paraguay,6.8,SOUTH AMERICA,434.0
5316,Nelson Chui,1028519777.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5317,Fausto Alvarado,1112281346.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5318,Carlos Arana,1042596675.0,C,Peru,33.4,SOUTH AMERICA,434.0
5319,Ezequiel Ataucusi,1104420192.0,C,Peru,33.4,SOUTH AMERICA,434.0
5320,Marcial Ayaipoma,1058534187.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5321,Susana Baca,1111783957.0,C,Peru,33.4,SOUTH AMERICA,434.0
5322,Alfonso Barrantes,1097469380.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5323,Jorge Basadre,1114115042.0,GA,Peru,33.4,SOUTH AMERICA,434.0
5324,Carlos Basombrío Iglesias,1083490915.0,C,Peru,33.4,SOUTH AMERICA,434.0
5325,Carlos Bazán Zender,1112290559.0,C,Peru,33.4,SOUTH AMERICA,434.0
5326,Francisco Belaúnde,1108924025.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5327,Rodolfo Beltrán Bravo,1102563720.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5328,Carlos Boloña,1113168027.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5329,Luis Cáceres Velásquez,1098591359.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5330,Carlos Roca Cáceres,1046450761.0,C,Peru,33.4,SOUTH AMERICA,434.0
5331,Luciano Castillo Colonna,1035237720.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5332,Carlos Chacón Galindo,1098279465.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5333,Hipólito Chaiña,1114378608.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5334,Nazario Chávez Aliaga,1086435516.0,C,Peru,33.4,SOUTH AMERICA,434.0
5335,Fernando Cillóniz,1098672952.0,C,Peru,33.4,SOUTH AMERICA,434.0
5336,Héctor Cornejo Chávez,1097470993.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5337,Víctor Crisólogo,1098426345.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5338,Manuel Cipriano Dulanto,1007709014.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5339,Luis A. Eguiguren,1109868921.0,B,Peru,33.4,SOUTH AMERICA,434.0
5340,Víctor Espinoza Peña,1100835112.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5341,Vicente Flores (politician),1104152301.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5342,George Forsyth (footballer),1093610326.0,GA,Peru,33.4,SOUTH AMERICA,434.0
5343,Hildebrando Fuentes,1097472487.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5344,Ronald Gamarra Herrera,1097472690.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5345,Carlos Gamarra Ugaz,1097472740.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5346,Rafael Arcangel Avalos Garcia,1060107117.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5347,Francisco de Paula González Vigil,1060068653.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5348,Julio Guzmán,1096456567.0,C,Peru,33.4,SOUTH AMERICA,434.0
5349,Nadine Heredia,1107010550.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5350,Fernando Herrera Mamani,1100256402.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5351,Antonio Huachaca,1109866720.0,FA,Peru,33.4,SOUTH AMERICA,434.0
5352,José Huerta,1108482833.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5353,Patricia Juárez,1115167237.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5354,Luis Felipe de Las Casas Grieve,1094060287.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5355,Nieves Limachi,1056507136.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5356,Rafael López Aliaga,1115165572.0,GA,Peru,33.4,SOUTH AMERICA,434.0
5357,Santiago Manuin Valera,1104379963.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5358,Oscar Mollohuanca,963951858.0,C,Peru,33.4,SOUTH AMERICA,434.0
5359,Jorge Muñoz (Peruvian politician),1105812167.0,C,Peru,33.4,SOUTH AMERICA,434.0
5360,Luis Nava Guibert,1105909691.0,C,Peru,33.4,SOUTH AMERICA,434.0
5361,Rosa María Ortiz,1103929161.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5362,Bruno Pacheco (politician),1115169812.0,C,Peru,33.4,SOUTH AMERICA,434.0
5363,Jorge Polar,972532640.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5364,Luis de la Puente Uceda,1090725579.0,C,Peru,33.4,SOUTH AMERICA,434.0
5365,Jaime Quijandría Salmón,1089545411.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5366,Roberto Ramírez del Villar,1097529786.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5367,Luisa Revilla,1105944510.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5368,José de la Riva-Agüero y Looz-Corswarem,987096306.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5369,Miguel Romero Sotelo,1114457561.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5370,Miguel Rosas,1010787172.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5371,José Faustino Sánchez Carrión,1009677935.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5372,José Manuel Valdés,1070143577.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5373,Mario Vargas Llosa,1114963826.0,FA,Peru,33.4,SOUTH AMERICA,434.0
5374,César Vásquez Bazán,1090348699.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5375,Walter Vásquez Vejarano,1114127798.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5376,Federico Villarreal,1060047142.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5377,Waldemar Cerrón,1097561931.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5378,María Zavala Valladares,1097532250.0,Stub,Peru,33.4,SOUTH AMERICA,434.0
5379,Claudio Zolla,1112899617.0,Start,Peru,33.4,SOUTH AMERICA,434.0
5380,Krzysztof Abrahamowicz,1016720529.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5381,Victor Alter,1112446541.0,C,Poland,38.0,EASTERN EUROPE,287.0
5382,Szymon Askenazy,1084066842.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5383,Count Kasimir Felix Badeni,1107769526.0,C,Poland,38.0,EASTERN EUROPE,287.0
5384,Franciszek Bajorek,995841578.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5385,Wojciech Bakun,1091259348.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5386,Józef Berger,1069644730.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5387,Józef Biniszkiewicz,1087422903.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5388,Stefan Bobrowski,1112449675.0,C,Poland,38.0,EASTERN EUROPE,287.0
5389,Zdzisław Bradel,1078089841.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5390,Heinrich von Brühl,1108940872.0,C,Poland,38.0,EASTERN EUROPE,287.0
5391,Ryszard Brzuzy,1100209980.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5392,Wiktor Budzyński,1077909546.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5393,Ryszard Bugaj,1079054630.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5394,Franciszek Bujak,1083165462.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5395,Andrzej Butra,1108842404.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5396,Florian Ceynowa,1065042989.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5397,Aleksander Franciszek Chodkiewicz,1103222965.0,C,Poland,38.0,EASTERN EUROPE,287.0
5398,Władysław Ciastoń,1100211714.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5399,Adolf Ciborowski,1070504987.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5400,Aleksy Ćwiakowski,1063975254.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5401,Jan Chryzostom Czapski,991144759.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5402,Franciszek Dąbal,1056149724.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5403,Mikołaj Daniłowicz,996326254.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5404,Bronisław Dankowski,1102188013.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5405,Jerzy Derkacz,1101737672.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5406,Jerzy Dietl,1102717331.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5407,Robert Draba,1080520323.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5408,Franciszek Ksawery Drucki-Lubecki,1106132994.0,C,Poland,38.0,EASTERN EUROPE,287.0
5409,Stanisław Dunin-Karwicki,998001809.0,B,Poland,38.0,EASTERN EUROPE,287.0
5410,Lech Dymarski,1094992399.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5411,Tytus Działyński,1063920632.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5412,Mirosław Dzielski,1088837946.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5413,Henryk Dziewior,1107176121.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5414,Piotr Feliks,1072834360.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5415,Tadeusz Ferenc,1107435849.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5416,Agaton Giller,1095955175.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5417,Stanisław Gmitruk,1099822089.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5418,Franciszek Ksawery Godebski,1110814264.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5419,Tadeusz Górczyk,1106137366.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5420,Maciej Grabowski,1077615762.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5421,Wacław Grzybowski,1063982572.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5422,Andrzej Gwiazda,1110765835.0,C,Poland,38.0,EASTERN EUROPE,287.0
5423,Stanisław Haller,1114934029.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5424,Joanna Hańderek,1075390247.0,C,Poland,38.0,EASTERN EUROPE,287.0
5425,Ze'ev Herring,1064236598.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5426,Bogdan Hutten-Czapski,1098865365.0,B,Poland,38.0,EASTERN EUROPE,287.0
5427,Emeryk August Hutten-Czapski,1087195527.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5428,Maksymilian Jackowski,1087424043.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5429,Zdzisława Janowska,1098529010.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5430,Ryszard Jarzembowski,1098687945.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5431,Władysław Leopold Jaworski,1033900255.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5432,Kazimierz Karwowski,1081490952.0,C,Poland,38.0,EASTERN EUROPE,287.0
5433,Anna Kędzierska,1101737808.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5434,Jan Kilian (politician),1102184043.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5435,Julian Klaczko,1084061801.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5436,Zenon Klemensiewicz,1084939737.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5437,Jan Klimek,1063971790.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5438,Karol Kniaziewicz,1063893470.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5439,Roman Knoll (politician),1060807594.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5440,Krzysztof Kononowicz,1112633367.0,C,Poland,38.0,EASTERN EUROPE,287.0
5441,Tadeusz Kościuszko,1113688168.0,FA,Poland,38.0,EASTERN EUROPE,287.0
5442,Walerian Krasiński,1096241684.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5443,Antoni Kraszewski,1064004741.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5444,Eryk Kurnatowski,1101906311.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5445,Jerzy Karol Kurnatowski,1061370496.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5446,Mikołaj Kurowski,1018779268.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5447,Karol Kuryluk,1080243586.0,B,Poland,38.0,EASTERN EUROPE,287.0
5448,Aleksander Ładoś,1072935635.0,C,Poland,38.0,EASTERN EUROPE,287.0
5449,Michał Łempicki,1087004232.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5450,Jerzy Jan Lerski,1113044253.0,C,Poland,38.0,EASTERN EUROPE,287.0
5451,Tadeusz Lewandowski,1105213966.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5452,Isaac Lewin,1064021114.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5453,Karol Libelt,1078047306.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5454,Henryk Lipszyc,1075428233.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5455,Władysław Lisewski,1099409953.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5456,Jan Lityński,1098283350.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5457,Stanisław Lorentz,1083402639.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5458,Tomasz Łubieński,1052387649.0,C,Poland,38.0,EASTERN EUROPE,287.0
5459,Michal Mackevič,1105847789.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5460,Jan Mączyński,1112658026.0,C,Poland,38.0,EASTERN EUROPE,287.0
5461,Tomasz Mamiński,1088678637.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5462,Marcin Maranda,1068890114.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5463,Atanazy Miączyński,1106593330.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5464,Iwona Michałek,1063404574.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5465,Mieczysław Mickiewicz,1112450247.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5466,Miecław,1109138927.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5467,Marek Minda,1098664838.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5468,Andrzej Frycz Modrzewski,1096937236.0,C,Poland,38.0,EASTERN EUROPE,287.0
5469,Tadeusz Mostowski,1016334683.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5470,Marian Moszoro,949705004.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5471,Kazimierz Narutowicz,1075412839.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5472,Andrzej Niegolewski,1108900664.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5473,Szymon Niemiec,1114848884.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5474,Bonawentura Niemojowski,1098343683.0,C,Poland,38.0,EASTERN EUROPE,287.0
5475,Wincenty Niemojowski,787356536.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5476,Jerzy Nos,990311615.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5477,Mieczysław Nowicki,957809517.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5478,Juliusz Nowina-Sokolnicki,1066661976.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5479,Wacław Olszak,1055323103.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5480,Antoni Jan Ostrowski,1063975014.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5481,Henryk Ostrowski,1098283125.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5482,Stanisława Paleolog,1101905265.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5483,Rudolf Paszek,1073746053.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5484,Grzegorz Piechowiak,1069129905.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5485,Kazimierz Pietkiewicz,1063998873.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5486,Leon Piniński,1114782968.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5487,Edward Pomorski,1029720029.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5488,Adam Józef Potocki,1060502411.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5489,Dominik Potocki,1029494168.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5490,Ignacy Potocki,1099262597.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5491,Gustaw Przeczek,1081491077.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5492,Karol Dominik Przezdziecki,1103672046.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5493,Włodzimierz Ptasznik,1068887021.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5494,Antoni Rajkiewicz,1098802684.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5495,Stanisław Rehman,787722279.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5496,Mikołaj Rej,1079978956.0,C,Poland,38.0,EASTERN EUROPE,287.0
5497,Józef Retinger,1097829380.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5498,Michał Józef Römer,1111016145.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5499,Tadeusz Romer,1084612298.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5500,Adam Ronikier,973871255.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5501,Milena Rudnytska,1111993822.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5502,Tadeusz Rudolf,1115091719.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5503,Jerzy Rutkowski,1005788372.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5504,Józef Rymer,1075462370.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5505,Lew Rywin,1115086843.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5506,Władysław Hieronim Sanguszko,1107025541.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5507,Aleksander Antoni Sapieha,1106840939.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5508,Filip Schleicher,1096047888.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5509,Mieczysław Serwiński,1069525294.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5510,Miriam Shaded,1099202783.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5511,Sieciech,1078191064.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5512,Skarbimir,1029938740.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5513,Stanisław Sławiński,972141438.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5514,Waldemar Sługocki,1068636232.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5515,Krzysztof Smela,996003859.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5516,Florian Stablewski,1070446660.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5517,Walenty Stefański,1065041442.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5518,Stanisław Stempowski,1101902958.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5519,Zbigniew Stonoga,1109148998.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5520,Jan Suchorzewski,1088018846.0,GA,Poland,38.0,EASTERN EUROPE,287.0
5521,Jakub Świnka,1063876713.0,C,Poland,38.0,EASTERN EUROPE,287.0
5522,Edward Szczepanik,1109835704.0,C,Poland,38.0,EASTERN EUROPE,287.0
5523,Stanisław Szczepanowski,1082776656.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5524,Tadeusz Szelachowski,1101737760.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5525,Wilhelm Szewczyk,1112482979.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5526,Adam Szłapka,1086257841.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5527,Józef Szujski,1110480883.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5528,Teodor Szybiłło,1080870167.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5529,Jakub Szydłowiecki,949815321.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5530,Stanisław Tarnowski,1088183540.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5531,Bolesław Tejkowski,1097416238.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5532,Ozjasz Thon,1010576489.0,Start,Poland,38.0,EASTERN EUROPE,287.0
5533,Andrzej Tomaszewicz,1104395396.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5534,Andrzej Towpik,1106042651.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5535,Małgorzata Tracz,1063369516.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5536,Tadeusz Trzmiel,867840089.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5537,Kazimierz Tyszka,1061436529.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5538,Piotr Uszok,1005815463.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5539,Mieczysław Wachowski,1063990109.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5540,Tadeusz Wróblewski,1113508546.0,C,Poland,38.0,EASTERN EUROPE,287.0
5541,Henryk Wujec,1101978637.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5542,Jan Wyrowiński,1101987267.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5543,Andrzej Artur Zamoyski,1063911699.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5544,Ferdynand Zarzycki,1105020137.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5545,Alfons Zgrzebniok,1112949960.0,C,Poland,38.0,EASTERN EUROPE,287.0
5546,Józef Żmij,1068868539.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5547,Marceli Żółtowski,1085362058.0,Stub,Poland,38.0,EASTERN EUROPE,287.0
5548,Rui Afonso,1110177151.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5549,António Almeida Henriques,1102468053.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5550,António Alves Martins,1051291177.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5551,David José Alves,959660959.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5552,Vítor Alves (soldier),1040807736.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5553,Albino Aroso,965663617.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5554,José Alberto Azeredo Lopes,1017628918.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5555,Bernardo António da Costa de Sousa de Macedo,1097154832.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5556,Álvaro Barreto,1115314259.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5557,José Manuel Barroso,1114336204.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5558,António Borges,1086744217.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5559,Hermano José Braamcamp de Almeida Castelo Branco,1096740081.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5560,André Bradford,1106835172.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5561,Luís de Almeida Braga,1096651418.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5562,Manuel Caldeira Cabral,1030277319.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5563,José Carreira Marques,1099308842.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5564,Helena Carreiras,1099448491.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5565,Luís Filipe Castro Mendes,974486256.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5566,"Manuel Antônio Ribeiro de Castro, Baron of Santa Rita",1095956737.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5567,Eduardo Catroga,986301250.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5568,José Xavier de Cerveira e Sousa,1013676755.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5569,Carlos César,1106072948.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5570,Jorge Coelho (politician),1100351031.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5571,José Correia da Serra,1097272445.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5572,Ângelo Correia,1017628754.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5573,António Maria de Sousa Horta e Costa,1096663144.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5574,António Borges Coutinho,1097154160.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5575,Francisco Manuel Homem Cristo,1074487934.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5576,André Cusaco,975220499.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5577,José Cutileiro,1105519394.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5578,Humberto Delgado,1109618391.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5579,Joana Amaral Dias,1113188762.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5580,Diogo de Castro,1093657158.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5581,Teófilo Duarte,1035778803.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5582,Adalberto Campos Fernandes,940534013.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5583,António Osório Sarmento de Figueiredo Jr.,1096663479.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5584,Graça Fonseca,1080183595.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5585,Manuel Frasquilho,1020511721.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5586,Pedro Frazão,1110176487.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5587,João de Freitas do Amaral,992931772.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5588,Gabriel Mithá Ribeiro,1110176719.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5589,Azedo Gneco,1114754991.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5590,Francisco Gomes da Silva,1107586520.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5591,Tiago Mayan Gonçalves,1096656096.0,Start,Portugal,10.3,SOUTHERN EUROPE,151.0
5592,Luís Marques Guedes,1096656225.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5593,José Maria de Sousa Horta e Costa,1106097103.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5594,"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",1093387423.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5595,Jorge Jardim,1053224306.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5596,João Leão,1107458541.0,B,Portugal,10.3,SOUTHERN EUROPE,151.0
5597,Ricardo Baptista Leite,1105685125.0,GA,Portugal,10.3,SOUTHERN EUROPE,151.0
5598,Carlos Lélis,1100035200.0,Stub,Portugal,10.3,SOUTHERN EUROPE,151.0
5599,António Lino Neto,1072723017.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
5600,Paulo Lowndes Marques,1107778733.0,C,Portugal,10.3,SOUTHERN EUROPE,151.0
